Family,Category,SuggestedName,Conflict,ProblemReasons
"MHT-ME-FAM-Victaulic-IPS-SS-Cap No 460","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-SS-Cap No 460","",""
"MHT-ME-DF-Transition Round - Round-Length-ƒm","Duct Fittings","MHT-ME-DF-Transition Round - Round-Length-ƒm","","missing_shape;missing_fitting"
"MHT-ME-FAM-Pipe Break Symbol","Generic Annotations","MHT-ME-FAM-Pipe Break Symbol","",""
"MHT-ME-MEQ-Equipment Zone-Generic-ƒm","Mechanical Equipment","MHT-ME-MEQ-Equipment Zone-Generic-ƒm","",""
"MHT-ME-MEQ-Tank Buffer-Generic-ƒm","Mechanical Equipment","MHT-ME-MEQ-Tank Buffer-Generic-ƒm","",""
"MHT-ME-DF-Bend-Radius-Oval Segmented-ƒm","Duct Fittings","MHT-ME-DF-Bend-Radius-Oval Segmented-ƒm","","missing_shape;missing_fitting"
"MHT-ME-FAM-Victaulic-IPS-Concentric Reducer No 50","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Concentric Reducer No 50","",""
"MHT-ME-FAM-Victaulic-IPS-Cap No 1","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Cap No 1","",""
"MHT-ME-FAM-Victaulic-Grooved Coupling OGS-AGS-Face1","Pipe Fittings","MHT-ME-FAM-Victaulic-Grooved Coupling OGS-AGS-Face1","",""
"MHT-ME-FAM-Victaulic-IPS-Cross-No 1","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Cross-No 1","",""
"MHT-ME-FAM-Copper Brazed-Stop End-BMA","Pipe Fittings","MHT-ME-FAM-Copper Brazed-Stop End-BMA","",""
"MHT-ME-FAM-Victaulic-IPS-Elbow No 101","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Elbow No 101","",""
"MHT-ME-FAM-Victaulic-IPS-Tee-Reducing Tee-No 201","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Tee-Reducing Tee-No 201","",""
"MHT-ME-FAM-Victaulic-IPS-Rigid Coupling Style 07-07-107H","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Rigid Coupling Style 07-07-107H","",""
"MHT-ME-FAM-Coupling - Press-Fit - CU-BMA","Pipe Fittings","MHT-ME-FAM-Coupling-Press-Fit-CU-BMA","",""
"MHT-ME-DF-Oval-ƒm","Duct Fittings","MHT-ME-DF-Oval-ƒm","","missing_shape;missing_fitting;missing_size"
"MHT-ME-DF-Transition Rect-Oval-Length SJ-ƒm","Duct Fittings","MHT-ME-DF-Transition Rect-Oval-Length SJ-ƒm","","missing_shape;missing_fitting"
"MHT-ME-DF-Transition Oval -Length SJ-ƒm","Duct Fittings","MHT-ME-DF-Transition Oval -Length SJ-ƒm","","missing_shape;missing_fitting"
"MHT-ME-DF-Transition Oval-Round-Length SJ-ƒm","Duct Fittings","MHT-ME-DF-Transition Oval-Round-Length SJ-ƒm","","missing_shape;missing_fitting"
"MHT-ME-FAM-Tee - Generic","Pipe Fittings","MHT-ME-FAM-Tee-Generic","",""
"MHT-ME-FAM-Victaulic-Grooved Coupling OGS-AGS","Pipe Fittings","MHT-ME-FAM-Victaulic-Grooved Coupling OGS-AGS","",""
"MHT-ME-FAM-ƒ-CalloutHead","Callout Heads","MHT-ME-FAM-ƒ-CalloutHead","",""
"MHT-ME-FAM-ƒ-GridHead","Grid Heads","MHT-ME-FAM-ƒ-GridHead","",""
"MHT-ME-FAM-ƒ-LevelHead","Level Heads","MHT-ME-FAM-ƒ-LevelHead","",""
"MHT-ME-FAM-ƒ-SectionHead","Section Marks","MHT-ME-FAM-ƒ-SectionHead","",""
"MHT-ME-FAM-ƒ-SectionTail","Section Marks","MHT-ME-FAM-ƒ-SectionTail","",""
"MHT-ME-FAM-ƒ-ViewTitle","View Titles","MHT-ME-FAM-ƒ-ViewTitle","",""
"MHT-ME-FAM-ƒ-ViewTitle-No Scale","View Titles","MHT-ME-FAM-ƒ-ViewTitle-No Scale","",""
"MHT-ME-DF-Square Oval Transformation Flanged-BMA","Duct Fittings","MHT-ME-DF-Square Oval Transformation Flanged-BMA","","missing_shape;missing_fitting;missing_size"
"MHT-ME-DF-Sqaure Union-BMA","Duct Fittings","MHT-ME-DF-Sqaure Union-BMA","","missing_shape;missing_fitting"
"MHT-ME-DF-Square Cap-BMA","Duct Fittings","MHT-ME-DF-Square Cap-BMA","","missing_shape;missing_fitting;missing_size"
"MHT-ME-DF-Square Transition-BMA","Duct Fittings","MHT-ME-DF-Rect-Transition-DN850","",""
"MHT-ME-DF-Bend-Mitred-Rect-Adjust-ƒm","Duct Fittings","MHT-ME-DF-Rect-Elbow-Mitred-DN400","",""
"MHT-ME-FAM-ƒ View Reference","View Reference","MHT-ME-FAM-ƒ View Reference","",""
"MHT-ME-DF-Spigot Damper-Generic-ƒm","Duct Fittings","MHT-ME-DF-Spigot Damper-Generic-ƒm","","missing_shape;missing_fitting"
"MHT-ME-DF-Square Step In-BMA","Duct Fittings","MHT-ME-DF-Square-Press-DN1200","",""
"MHT-ME-FAM-Attenuator-Round-BMA","Duct Accessories","MHT-ME-DF-Attenuator-Round-BMA","","missing_shape;missing_fitting;missing_size"
"MHT-ME-FAM-Bend-uPVC-DWV-F&F-BMA","Pipe Fittings","MHT-ME-FAM-Bend-uPVC-DWV-F&F-BMA","",""
"MHT-ME-FAM-Reducer-Level Invert Taper-uPVC-DWV-BMA","Pipe Fittings","MHT-ME-FAM-Reducer-Level Invert Taper-uPVC-DWV-BMA","",""
"MHT-ME-DF-Square Bend-BMA","Duct Fittings","MHT-ME-DF-Square-Elbow-DN900","",""
"MHT-PL-PACC-BUTTERFLY-VALVE-50-300-16","Pipe Accessories","MHT-PL-PACC-BUTTERFLY-VALVE-50-300-16","",""
"MHT-ME-FAM-Elbow - Welded - SS","Pipe Fittings","MHT-ME-FAM-Elbow-Welded-SS","",""
"MHT-ME-DF-Square Transition-BMA1","Duct Fittings","MHT-ME-DF-Square-Transition-DN950","",""
"MHT-ME-FAM-Cable Tray Horizontal Tee1","Cable Tray Fittings","MHT-ME-FAM-Cable Tray Horizontal Tee1","",""
"MHT-ME-DF-M-Rectangular Tee","Duct Fittings","MHT-ME-DF-Rect-Tee-DN200","",""
"MHT-ME-MEQ-Plinth","Mechanical Equipment","MHT-ME-MEQ-Plinth","",""
"MHT-ME-DF-Rectangular Radius Elbow","Duct Fittings","MHT-ME-DF-Rect-Elbow-DN100","",""
"MHT-ME-FAM-Cable Tray Horizontal Bend1","Cable Tray Fittings","MHT-ME-FAM-Cable Tray Horizontal Bend1","",""
"MHT-ME-FAM-Cable Tray Vertical Inside Bend1","Cable Tray Fittings","MHT-ME-FAM-Cable Tray Vertical Inside Bend1","",""
"MHT-ME-FAM-Cable Tray Vertical Outside Bend1","Cable Tray Fittings","MHT-ME-FAM-Cable Tray Vertical Outside Bend1","",""
"MHT-ME-FAM-1.5D","Pipe Fittings","MHT-ME-FAM-1.5D","",""
"MHT-PL-PACC-Pipe-Valve-Herz-Wafer-Check-Valve-HVWC25-13","Pipe Accessories","MHT-PL-PACC-Pipe-Valve-Herz-Wafer-Check-Valve-HVWC25-13","",""
"MHT-ME-FAM-SPUD","Pipe Fittings","MHT-ME-FAM-SPUD","",""
"MHT-ME-FAM-CAP","Pipe Fittings","MHT-ME-FAM-CAP","",""
"MHT-ME-FAM-FLANGE","Pipe Fittings","MHT-ME-FAM-FLANGE","",""
"MHT-ME-FAM-Victaulic-IPS-Suction Diffuser Style 731-D1-01","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Suction Diffuser Style 731-D1-01","",""
"MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face1-01","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face1-01","",""
"MHT-ME-MEQ-SWITCHBOARD2","Mechanical Equipment","MHT-ME-MEQ-SWITCHBOARD2","",""
"MHT-PL-PACC-STRAINER-20-150","Pipe Accessories","MHT-PL-PACC-STRAINER-20-150","",""
"MHT-ME-FAM-Transition - Generic1-01","Pipe Fittings","MHT-ME-FAM-Transition-Generic1-01","",""
"MHT-ME-MEQ-YK","Mechanical Equipment","MHT-ME-MEQ-YK","",""
"MHT-PL-PACC-Crane-PipeAccessory-F629-FullyLugged-GearboxOperated-ButterflyValve2 (manual)","Pipe Accessories","MHT-PL-PACC-Crane-PipeAccessory-F629-FullyLugged-GearboxOperated-ButterflyValve2 (manual)","",""
"MHT-ME-FAM-BOLT","Structural Connections","MHT-ME-FAM-BOLT","",""
"MHT-ME-MEQ-VSD","Mechanical Equipment","MHT-ME-MEQ-VSD","",""
"MHT-ME-MEQ-VSD1","Mechanical Equipment","MHT-ME-MEQ-VSD1","",""
"MHT-ME-FAM-Cable Tray Reducer1","Cable Tray Fittings","MHT-ME-FAM-Cable Tray Reducer1","",""
"MHT-ME-MEQ-KP1012","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-DN55","",""
"MHT-ME-MEQ-REGENT 200-260","Mechanical Equipment","MHT-ME-MEQ-Pump-DN22-UND","",""
"MHT-ME-MEQ-GENERIC PUMP BASE","Mechanical Equipment","MHT-ME-MEQ-Pump-DN3000-UND","",""
"MHT-ME-FAM-REDUCE-BRAZED","Pipe Fittings","MHT-ME-FAM-REDUCE-BRAZED","",""
"MHT-ME-FAM-Transition - Generic1-02","Pipe Fittings","MHT-ME-FAM-Transition-Generic1-02","",""
"MHT-ME-FAM-1.0D","Pipe Fittings","MHT-ME-FAM-1.0D","",""
"MHT-ME-FAM-REDUCING","Pipe Fittings","MHT-ME-FAM-REDUCING","",""
"MHT-ME-DF-RADIUS-01","Duct Fittings","MHT-ME-DF-RADIUS-01","","missing_shape"
"MHT-ME-DF-TAPER-01","Duct Fittings","MHT-ME-DF-Taper-Press-DN600","",""
"MHT-ME-AT-1000x1000","Air Terminals","MHT-ME-AT-SUPPLY-DN1000","","missing_shape"
"MHT-ME-MEQ-150-125-200","Mechanical Equipment","MHT-ME-MEQ-Pump-DN150-UND","",""
"MHT-ME-MEQ-100-200","Mechanical Equipment","MHT-ME-MEQ-Pump-DN125-UND","",""
"MHT-ME-MEQ-Offset Pump","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-UND","",""
"MHT-ME-MEQ-Cond Pump Big","Mechanical Equipment","MHT-ME-MEQ-Pump-DN200-UND","",""
"MHT-ME-MEQ-HSP000-International","Mechanical Equipment","MHT-ME-MEQ-HSP000-International","",""
"MHT-ME-MEQ-CHILLER 3","Mechanical Equipment","MHT-ME-MEQ-Pump-DN130-UND","",""
"MHT-ME-MEQ-BONAIR","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-DN7","",""
"MHT-ME-MEQ-CHILLER 2","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-DN130","",""
"MHT-ME-MEQ-CHILLER 1","Mechanical Equipment","MHT-ME-MEQ-Pump-DN152-UND","",""
"MHT-ME-DF-RADIUS-02","Duct Fittings","MHT-ME-DF-RADIUS-02","","missing_shape"
"MHT-EL-LF-Linear Lighting Fixture","Lighting Fixtures","MHT-EL-LF-Lighting-Fixture-UND","",""
"MHT-EL-LF-Pendant Light - Linear - 1 Lamp","Lighting Fixtures","MHT-EL-LF-Lighting-Fixture-DN131234-UND","",""
"MHT-ME-FAM-Parallel Flange Channel-Column","Structural Columns","MHT-ME-FAM-Parallel Flange Channel-Column","",""
"MHT-ME-FAM-Cable Tray Horizontal Bend2","Cable Tray Fittings","MHT-ME-FAM-Cable Tray Horizontal Bend2","",""
"MHT-ME-FAM-Cable Tray Vertical Outside Bend2","Cable Tray Fittings","MHT-ME-FAM-Cable Tray Vertical Outside Bend2","",""
"MHT-ME-FAM-Flange-ANSI150-CTS-32-250mm","Pipe Fittings","MHT-ME-FAM-Flange-ANSI150-CTS-32-250mm","",""
"MHT-PL-PACC-Crane-PipeAccessory-F629-FullyLugged-GearboxOperated-ButterflyValve (manual)","Pipe Accessories","MHT-PL-PACC-Crane-PipeAccessory-F629-FullyLugged-GearboxOperated-ButterflyValve (manual)","",""
"MHT-ME-FAM-Victaulic-IPS-Suction Diffuser Style 731-D1-02","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Suction Diffuser Style 731-D1-02","",""
"MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face1-02","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face1-02","",""
"MHT-ME-MEQ-150-125-R17","Mechanical Equipment","MHT-ME-MEQ-Pump-DN11-UND","",""
"MHT-ME-MEQ-Bases","Mechanical Equipment","MHT-ME-MEQ-Bases","",""
"MHT-ME-FAM-Victaulic-IPS-SS-Flexible Coupling Style 77S","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-SS-Flexible Coupling Style 77S","",""
"MHT-PL-PACC-Victaulic-IPS-SS-Vic-300 MasterSeal Butterfly Valve 461 LH","Pipe Accessories","MHT-PL-PACC-Victaulic-IPS-SS-Vic-300 MasterSeal Butterfly Valve 461 LH","",""
"MHT-ME-MEQ-Pumps-Grundfos-TP","Mechanical Equipment","MHT-ME-MEQ-Pump-DN1199-UND","",""
"MHT-ME-DF-BRANCH-TAP-VAV","Duct Fittings","MHT-ME-DF-Takeoff-Takeoff-DN600","",""
"MHT-ME-MEQ-Airatherm-FTC-3000-Boiler","Mechanical Equipment","MHT-ME-MEQ-Pump-DN5-UND","",""
"MHT-PL-PACC-SEPARTOR","Pipe Accessories","MHT-PL-PACC-SEPARTOR","",""
"MHT-PL-PACC-25-150-16","Pipe Accessories","MHT-PL-PACC-25-150-16","",""
"MHT-ME-FAM-Stream Splitter","Duct Accessories","MHT-ME-DF-Stream Splitter","","missing_shape;missing_fitting;missing_size"
"MHT-ME-DF-Square Rect Tap-BMA","Duct Fittings","MHT-ME-DF-Rect-Takeoff-DN650","",""
"MHT-ME-FAM-Cap - Generic1","Pipe Fittings","MHT-ME-FAM-Cap-Generic1","",""
"MHT-ME-DF-Square to Round-BMA1","Duct Fittings","MHT-ME-DF-Square to Round-BMA1","","missing_shape;missing_fitting;missing_size"
"MHT-ME-FAM-Junction-Double-Plain-uPVC-DWV-F&F-BMA","Pipe Fittings","MHT-ME-FAM-Junction-Double-Plain-uPVC-DWV-F&F-BMA","",""
"MHT-ME-FAM-Junction-uPVC-DWV-F&F1-BMA","Pipe Fittings","MHT-ME-FAM-Junction-uPVC-DWV-F&F1-BMA","",""
"MHT-ME-FAM-Tee - Welded - SS","Pipe Fittings","MHT-ME-FAM-Tee-Welded-SS","",""
"MHT-ME-FAM-Reducer Concentric - Welded - SS","Pipe Fittings","MHT-ME-FAM-Reducer Concentric-Welded-SS","",""
"MHT-ME-FAM-Cross - Welded - SS","Pipe Fittings","MHT-ME-FAM-Cross-Welded-SS","",""
"MHT-ME-DF-Rectangular Shoe Tap","Duct Fittings","MHT-ME-DF-Rectangular Shoe Tap","","missing_shape;missing_fitting"
"MHT-ME-DF-M-Rectangular Endcap","Duct Fittings","MHT-ME-DF-M-Rectangular Endcap","","missing_shape;missing_fitting"
"MHT-ME-DF-Square To Round","Duct Fittings","MHT-ME-DF-Square To Round","","missing_shape;missing_fitting;missing_size"
"MHT-ME-FAM-Cross - Soldered - CU","Pipe Fittings","MHT-ME-FAM-Cross-Soldered-CU","",""
"MHT-ME-FAM-Stop End - Soldered - CU1","Pipe Fittings","MHT-ME-FAM-Stop End-Soldered-CU1","",""
"MHT-ME-DF-Rectangular Transition","Duct Fittings","MHT-ME-DF-Rectangular Transition","","missing_shape;missing_fitting"
"MHT-ME-DF-M-Rectangular Union","Duct Fittings","MHT-ME-DF-M-Rectangular Union","","missing_shape;missing_fitting"
"MHT-ME-DF-BRANCH-TAP-01","Duct Fittings","MHT-ME-DF-BRANCH-TAP-01","","missing_shape"
"MHT-ME-DF-ENDCAP-01","Duct Fittings","MHT-ME-DF-ENDCAP-01","","missing_shape;missing_fitting"
"MHT-ME-DF-ROUND","Duct Fittings","MHT-ME-DF-ROUND","","missing_shape;missing_fitting;missing_size"
"MHT-ME-DF-OVAL","Duct Fittings","MHT-ME-DF-OVAL","","missing_shape;missing_fitting;missing_size"
"MHT-ME-DF-BRANCH-TAP-02","Duct Fittings","MHT-ME-DF-BRANCH-TAP-02","","missing_shape;missing_fitting"
"MHT-ME-DF-BRANCH-SHOE-01","Duct Fittings","MHT-ME-DF-BRANCH-SHOE-01","","missing_shape;missing_fitting"
"MHT-ME-DF-TAPER-02","Duct Fittings","MHT-ME-DF-02","","missing_shape;missing_fitting"
"MHT-ME-DF-CIRC","Duct Fittings","MHT-ME-DF-CIRC","","missing_shape"
"MHT-ME-DF-BRANCH-SHOE-02","Duct Fittings","MHT-ME-DF-Takeoff-Takeoff-DN850","",""
"MHT-ME-DF-ENDCAP-02","Duct Fittings","MHT-ME-DF-ENDCAP-02","","missing_shape"
"MHT-ME-MEQ-COOLING TOWER","Mechanical Equipment","MHT-ME-MEQ-Pump-DN8-UND","",""
"MHT-ME-MEQ-Pump-Wilo-NLG-250-200-315-ƒm","Mechanical Equipment","MHT-ME-MEQ-Pump-DN50-UND","",""
"MHT-ME-MEQ-Heat Exchanger (Sondex)-ƒm","Mechanical Equipment","MHT-ME-MEQ-Heat Exchanger (Sondex)-ƒm","",""
"MHT-ME-MEQ-200-150-250-Cast iron-E2-WEG-50Hz-4P-45kW","Mechanical Equipment","MHT-ME-MEQ-Pump-DN375-UND","",""
"MHT-ME-MEQ-Chiller - 5240","Mechanical Equipment","MHT-ME-MEQ-Chiller-5240","",""
"MHT-ME-MEQ-300-250-350-Cast iron-F2-GRUNDFOS MMG-G-50Hz-4P-45kW","Mechanical Equipment","MHT-ME-MEQ-Pump-DN400-UND","",""
"MHT-ME-MEQ-VariomatVS2-2-60","Mechanical Equipment","MHT-ME-MEQ-Pump-DN182-UND","",""
"MHT-ME-MEQ-Reflex-VF","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-DN182","",""
"MHT-PL-PACC-CraneFS-ButterflyValve-FullyLuggedGearboxOperated-FM639 (manual)","Pipe Accessories","MHT-PL-PACC-CraneFS-ButterflyValve-FullyLuggedGearboxOperated-FM639 (manual)","",""
"MHT-ME-FAM-Peno Rect Height Tag","Duct Accessory Tags","MHT-ME-DF-Peno Rect Height Tag","","missing_shape;missing_fitting;missing_size"
"MHT-ME-MEQ-Reflex-Servitec95Touch90","Mechanical Equipment","MHT-ME-MEQ-Pump-DN9-UND","",""
"MHT-ME-FAM-Pipe Size Tag Diameter Prefixed-ƒs","Pipe Tags","MHT-ME-FAM-Pipe Size Tag Diameter Prefixed-ƒs","",""
"MHT-ME-FAM-Flow Direction Symbol","Generic Annotations","MHT-ME-FAM-Flow Direction Symbol","",""
"MHT-PL-PACC-JOINT1","Pipe Accessories","MHT-PL-PACC-JOINT1","",""
"MHT-ME-FAM-Victaulic-EU-IPS-Suction Vibration Isolation Pump Drop-Series 391-ANSI","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-IPS-Suction Vibration Isolation Pump Drop-Series 391-ANSI","",""
"MHT-ME-FAM-Victaulic-Grooved Coupling OGS-AGS-Face- Metric","Pipe Fittings","MHT-ME-FAM-Victaulic-Grooved Coupling OGS-AGS-Face-Metric","",""
"MHT-ME-FAM-Victaulic-EU-IPS CS Flange Set-Face-For Pump drop","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-IPS CS Flange Set-Face-For Pump drop","",""
"MHT-ME-FAM-Victaulic-EU-Gasket Set","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-Gasket Set","",""
"MHT-ME-FAM-Victaulic-EU-Flange Washer","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-Flange Washer","",""
"MHT-ME-FAM-Victaulic-EU-IPS-DVI Pump Drop Vertical-Series 390","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-IPS-DVI Pump Drop Vertical-Series 390","",""
"MHT-ME-FAM-Victaulic-EU-IPS-DVI Pump Drop Vertical-Series 390-ANSI","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-IPS-DVI Pump Drop Vertical-Series 390-ANSI","",""
"MHT-ME-FAM-Victaulic-IPS-Vic-Flange Adapter-Style 741","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Vic-Flange Adapter-Style 741","",""
"MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face","",""
"MHT-ME-FAM-Victaulic-IPS-Vic-Flange Adapter-Style 741-MP","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS-Vic-Flange Adapter-Style 741-MP","",""
"MHT-ME-FAM-Victaulic-EU-IPS-Reducer No 50-51","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-IPS-Reducer No 50-51","",""
"MHT-ME-FAM-Victaulic-EU-IPS-DVI Pump Drop Horizontal-Series 390-ANSI","Pipe Fittings","MHT-ME-FAM-Victaulic-EU-IPS-DVI Pump Drop Horizontal-Series 390-ANSI","",""
"MHT-ME-FAM-Pipe Diameter -ƒs","Pipe Tags","MHT-ME-FAM-Pipe Diameter-ƒs","",""
"MHT-ME-FAM-Victaulic-Gasket Set-Metric","Pipe Fittings","MHT-ME-FAM-Victaulic-Gasket Set-Metric","",""
"MHT-ME-FAM-Victaulic-Flange Washer-Metric","Pipe Fittings","MHT-ME-FAM-Victaulic-Flange Washer-Metric","",""
"MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face-For Pump Drop-Metric","Pipe Fittings","MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face-For Pump Drop-Metric","",""
"MHT-PL-PF-GratedDrainLongitudinal 75mm middle-ƒm","Plumbing Fixtures","MHT-PL-PF-Plumbing-Fixture-UND","",""
"MHT-PL-PACC-Valve-Butterfly-2-Way-Belimo-F6-SHP-SY4-SY5-Non-Spring","Pipe Accessories","MHT-PL-PACC-Valve-Butterfly-2-Way-Belimo-F6-SHP-SY4-SY5-Non-Spring","",""
"MHT-PL-PACC-Valve-Butterfly-2-Way-Belimo-F6-SHP-PKRXUP-Fail-Safe","Pipe Accessories","MHT-PL-PACC-Valve-Butterfly-2-Way-Belimo-F6-SHP-PKRXUP-Fail-Safe","",""
"MHT-ME-MEQ-Chiller CH5240 (CH-002)","Mechanical Equipment","MHT-ME-MEQ-Chiller CH5240 (CH-002)","",""
"MHT-ME-MEQ-100-65-250-Cast iron-E2-WEG-50Hz-4P-7.5kW","Mechanical Equipment","MHT-ME-MEQ-Pump-DN250-UND","",""
"MHT-ME-MEQ-150-340-4P-50Hz-SIEMENS-3ph-30kW","Mechanical Equipment","MHT-ME-MEQ-Pump-DN390490058-UND","",""
"MHT-ME-MEQ-200-150-400-Cast iron-E2-WEG-50Hz-4P-110kW","Mechanical Equipment","MHT-ME-MEQ-Pump-DN450-UND","",""
"MHT-ME-MEQ-150-125-315-Cast iron-E2-WEG-50Hz-4P-18.5kW","Mechanical Equipment","MHT-ME-MEQ-Pump-DN355-UND","",""
"MHT-ME-FAM-Hydraulic Equipment Tag-ƒs","Mechanical Equipment Tags","MHT-ME-FAM-Hydraulic Equipment Tag-ƒs","",""
