Family,Category,SuggestedName,Conflict,ProblemReasons
"MHT-ME-FAM-Cable Tray Horizontal Tee1","Cable Tray Fittings","MHT-ME-FAM-Mht-Me-Fam-Cable-Tray-Horizontal-Tee1-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000565D-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-DF-M-Rectangular Tee","Duct Fittings","MHT-ME-DF-Rect-Tee-DN200","",""
"MHT-ME-MEQ-Plinth","Mechanical Equipment","MHT-ME-MEQ-Mht-Me-Meq-Plinth-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000565F-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-DF-Rectangular Radius Elbow","Duct Fittings","MHT-ME-DF-Rect-Elbow-DN100","",""
"MHT-ME-FAM-Cable Tray Horizontal Bend1","Cable Tray Fittings","MHT-ME-FAM-Mht-Me-Fam-Cable-Tray-Horizontal-Bend1-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005661-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Cable Tray Vertical Inside Bend1","Cable Tray Fittings","MHT-ME-FAM-Mht-Me-Fam-Cable-Tray-Vertical-Inside-Bend1-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005662-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Cable Tray Vertical Outside Bend1","Cable Tray Fittings","MHT-ME-FAM-Mht-Me-Fam-Cable-Tray-Vertical-Outside-Bend1-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005663-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-1.5D","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-1-5D-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005664-Autodesk-Revit-Db-Familysymbol","",""
"MHT-PL-PACC-Pipe-Valve-Herz-Wafer-Check-Valve-HVWC25-13","Pipe Accessories","MHT-PL-PACC-Mht-Pl-Pacc-Pipe-Valve-Herz-Wafer-Check-Valve-Hvwc25-13-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005667-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-SPUD","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Spud-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000566A-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-CAP","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Cap-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000566B-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-FLANGE","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Flange-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000566C-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Victaulic-IPS-Suction Diffuser Style 731-D1-01","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Victaulic-Ips-Suction-Diffuser-Style-731-D1-01-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000566D-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Victaulic-IPS CS Flange Set-Face1-01","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Victaulic-Ips-Cs-Flange-Set-Face1-01-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000566E-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-MEQ-SWITCHBOARD2","Mechanical Equipment","MHT-ME-MEQ-Mht-Me-Meq-Switchboard2-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000566F-Autodesk-Revit-Db-Familysymbol","",""
"MHT-PL-PACC-STRAINER-20-150","Pipe Accessories","MHT-PL-PACC-Mht-Pl-Pacc-Strainer-20-150-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005670-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Transition - Generic1-01","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Transition-Generic1-01-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005673-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-MEQ-YK","Mechanical Equipment","MHT-ME-MEQ-Mht-Me-Meq-Yk-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005675-Autodesk-Revit-Db-Familysymbol","",""
"MHT-PL-PACC-Crane-PipeAccessory-F629-FullyLugged-GearboxOperated-ButterflyValve2 (manual)","Pipe Accessories","MHT-PL-PACC-Mht-Pl-Pacc-Crane-Pipeaccessory-F629-Fullylugged-Gearboxoperated-Butterflyvalve2-Manual-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005676-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-BOLT","Structural Connections","MHT-ME-FAM-Mht-Me-Fam-Bolt-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000567C-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-MEQ-VSD","Mechanical Equipment","MHT-ME-MEQ-Mht-Me-Meq-Vsd-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000567D-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-MEQ-VSD1","Mechanical Equipment","MHT-ME-MEQ-Mht-Me-Meq-Vsd1-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000567E-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Cable Tray Reducer1","Cable Tray Fittings","MHT-ME-FAM-Mht-Me-Fam-Cable-Tray-Reducer1-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000567F-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-MEQ-KP1012","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-DN55","",""
"MHT-ME-MEQ-REGENT 200-260","Mechanical Equipment","MHT-ME-MEQ-Pump-DN22-UND","",""
"MHT-ME-MEQ-GENERIC PUMP BASE","Mechanical Equipment","MHT-ME-MEQ-Pump-DN3000-UND","",""
"MHT-ME-FAM-REDUCE-BRAZED","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Reduce-Brazed-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005683-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Transition - Generic1-02","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Transition-Generic1-02-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005684-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-1.0D","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-1-0D-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005686-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-REDUCING","Pipe Fittings","MHT-ME-FAM-Mht-Me-Fam-Reducing-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005688-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-DF-RADIUS-01","Duct Fittings","MHT-ME-DF-Mht-Me-Df-Radius-01","","missing_shape"
"MHT-ME-DF-TAPER-01","Duct Fittings","MHT-ME-DF-Taper-Press-DN600","",""
"MHT-ME-AT-1000x1000","Air Terminals","MHT-ME-AT-SUPPLY-DN1000","","missing_shape"
"MHT-ME-MEQ-150-125-200","Mechanical Equipment","MHT-ME-MEQ-Pump-DN150-UND","",""
"MHT-ME-MEQ-100-200","Mechanical Equipment","MHT-ME-MEQ-Pump-DN125-UND","",""
"MHT-ME-MEQ-Offset Pump","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-UND","",""
"MHT-ME-MEQ-Cond Pump Big","Mechanical Equipment","MHT-ME-MEQ-Pump-DN200-UND","",""
"MHT-ME-MEQ-HSP000-International","Mechanical Equipment","MHT-ME-MEQ-Mht-Me-Meq-Hsp000-International-Autodesk-Revit-Db-Familysymbol-Object-At-0X0000000000005690-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-MEQ-CHILLER 3","Mechanical Equipment","MHT-ME-MEQ-Pump-DN130-UND","",""
"MHT-ME-MEQ-BONAIR","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-DN7","",""
"MHT-ME-MEQ-CHILLER 2","Mechanical Equipment","MHT-ME-MEQ-Pump-UND-DN130","",""
"MHT-ME-MEQ-CHILLER 1","Mechanical Equipment","MHT-ME-MEQ-Pump-DN152-UND","",""
"MHT-ME-DF-RADIUS-02","Duct Fittings","MHT-ME-DF-Mht-Me-Df-Radius-02","","missing_shape"
"MHT-EL-LF-Linear Lighting Fixture","Lighting Fixtures","MHT-EL-LF-Lighting-Fixture-UND","",""
"MHT-EL-LF-Pendant Light - Linear - 1 Lamp","Lighting Fixtures","MHT-EL-LF-Lighting-Fixture-DN131234-UND","",""
"MHT-ME-FAM-Parallel Flange Channel-Column","Structural Columns","MHT-ME-FAM-Mht-Me-Fam-Parallel-Flange-Channel-Column-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000569B-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Cable Tray Horizontal Bend2","Cable Tray Fittings","MHT-ME-FAM-Mht-Me-Fam-Cable-Tray-Horizontal-Bend2-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000569C-Autodesk-Revit-Db-Familysymbol","",""
"MHT-ME-FAM-Cable Tray Vertical Outside Bend2","Cable Tray Fittings","MHT-ME-FAM-Mht-Me-Fam-Cable-Tray-Vertical-Outside-Bend2-Autodesk-Revit-Db-Familysymbol-Object-At-0X000000000000569D-Autodesk-Revit-Db-Familysymbol","",""
